StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,Present_Capability_1,Present_Trust_1,Present_Why,Absent_Capability_1,Absent_Trust_1,Absent_Why,Baseline_Capability_1,Baseline_Trust_1,Baseline_Why,comp_images,AI_Familiarity_1,Visual_Familiarity_1,gender,gender_5_TEXT,age,education,education_8_TEXT,income
2024-02-05 14:44:32,2024-02-05 15:05:52,0,100,1280,1,2024-02-05 15:05:53,R_75BSUQyk3xYHARj,anonymous,EN,1,1,2,,,,,,,84,85,I believe that it has been in this situation before and can make a decision based on previous experience.,1,71,45,1,,57,3,,12
2024-02-05 15:17:20,2024-02-05 15:19:12,0,100,112,1,2024-02-05 15:19:12,R_5VMW5ThBqlBUQfv,anonymous,EN,1,1,2,,,,,,,55,77,The pedestrian is in view of the car's camera but is not in the way of the car so might not detect pedestrian to cross.,1,77,74,2,,31,4,,10
2024-02-05 15:19:46,2024-02-05 15:21:11,0,100,85,1,2024-02-05 15:21:12,R_7q9NwaSiZgovJR6,anonymous,EN,1,1,2,,,,66,40,"It looks too scattered and all over the place. It makes me uncertain. ",,,,1,55,45,2,,34,4,,10
2024-02-05 15:18:20,2024-02-05 15:21:21,0,100,181,1,2024-02-05 15:21:21,R_5ND6fIlBJK3Fvpf,anonymous,EN,1,1,2,,,,19,60,"All the cars are ahead of the crosswalk, so it appears that the pedestrian is about to enter it.  Also, the self-driving car appears to have not crossed the crosswalk and is in a position to stop.",,,,1,65,53,1,,47,4,,13
2024-02-05 15:18:26,2024-02-05 15:21:59,0,100,212,1,2024-02-05 15:22:00,R_1OPBq7iVlKRM15S,anonymous,EN,1,1,2,,,,,,,88,75,"The Ai software vehicle can detect the pedestrian directly ",1,63,71,2,,36,4,,11
2024-02-05 15:19:51,2024-02-05 15:22:28,0,100,157,1,2024-02-05 15:22:29,R_3peRVg3vAMA5Fwi,anonymous,EN,1,1,2,,,,,,,70,45,I feel that the current AI tech is not sufficient to fully automate cars without human overrides.,1,80,50,1,,56,4,,14
2024-02-05 15:18:18,2024-02-05 15:22:33,0,100,255,1,2024-02-05 15:22:34,R_6OHJsWc0DAk5ydF,anonymous,EN,1,1,2,,,,,,,20,20,There is no way an AI can determine human intent until the humans start moving,1,70,29,1,,72,5,,9
2024-02-05 15:19:16,2024-02-05 15:23:19,0,100,243,1,2024-02-05 15:23:20,R_7PzXLej5viWweOX,anonymous,EN,1,1,2,,,,35,35,"I cannot trust an AI to know the intentions of an a person, even if they see the other obstacles on the road. I simply do not trust. ",,,,1,80,40,1,,26,4,,11
2024-02-05 15:21:36,2024-02-05 15:23:52,0,100,136,1,2024-02-05 15:23:53,R_7jYFNTfH2kXhgjV,anonymous,EN,1,1,2,,,,,,,34,37,I do not feel like it is well enough to detect that,1,49,0,1,,32,3,,14
2024-02-05 15:19:22,2024-02-05 15:23:59,0,100,277,1,2024-02-05 15:24:00,R_3v0p8fObb0mgSJn,anonymous,EN,1,1,2,99,75,"I trust the vehcile will probably stop for the pedestrian, thinking he/she will be crossing. Maybe it does it for a safety measure, even if the pedestrian may not cross.",,,,,,,1,60,10,1,,31,3,,11
2024-02-05 15:21:06,2024-02-05 15:24:01,0,100,174,1,2024-02-05 15:24:01,R_7tjlcokmcmTD5F7,anonymous,EN,1,1,2,,,,9,17,"i dont think AI is capable of looking at a 'box' and determining the likelihood of it crossing the road. ",,,,1,67,72,1,,31,2,,14
2024-02-05 15:20:03,2024-02-05 15:24:21,0,100,257,1,2024-02-05 15:24:22,R_1TSjcfOr1Qae2N2,anonymous,EN,1,1,2,,,,19,19,It appears to me that the pedestrians has stepped off the curb and into the street. This would seem to indicate that they are going to cross the street.,,,,1,60,19,1,,73,3,,12
2024-02-05 15:19:25,2024-02-05 15:24:41,0,100,316,1,2024-02-05 15:24:41,R_5n9krxvfdHkN0t0,anonymous,EN,1,1,2,75,70,I like to think the software has the capabilities to make assumptions on human behavior and react accordingly. I think for the most part these critical issues have been resolved but I imagine there is still some error from time to time. These errors likely stem from the fact that human behavior can sometimes be unpredictable.,,,,,,,1,55,15,1,,42,4,,11
2024-02-05 15:23:50,2024-02-05 15:25:35,0,100,105,1,2024-02-05 15:25:36,R_7WMDed1OWsbyMxj,anonymous,EN,1,1,2,,,,,,,96,99,The pedestrian is standing with their back turned to the street they should be able to detect that,1,95,91,2,,45,4,,13
2024-02-05 15:21:36,2024-02-05 15:25:40,0,100,243,1,2024-02-05 15:25:40,R_6S5ZypVbAnPiX4I,anonymous,EN,1,1,2,,,,,,,90,90,"The guy does not appear to be moving and is not facing the crosswalk, I believe that there is very high likelihood that the AI will respond appropriately for this reason. ",1,100,75,1,,24,3,,14
2024-02-05 15:22:51,2024-02-05 15:25:42,0,100,171,1,2024-02-05 15:25:43,R_6m9PmwsyIrCqepR,anonymous,EN,1,1,2,60,55,There really isn't any way AI or any automation can anticipate what a human will do,,,,,,,1,60,10,2,,59,1,,13
2024-02-05 15:24:15,2024-02-05 15:25:59,0,100,104,1,2024-02-05 15:26:00,R_6EjvtUnhiBWuLVO,anonymous,EN,1,1,2,,,,0,50,"It looks to me like the pedestrian is going to cross the road, or is likely to",,,,1,65,51,1,,37,4,,13
2024-02-05 15:19:38,2024-02-05 15:26:09,0,100,390,1,2024-02-05 15:26:09,R_52o9SM0c2dqzcc1,anonymous,EN,1,1,2,,,,59,50,"Based on the autonomous vehicle is why I have given this answer ",,,,1,54,51,1,,36,1,,12
2024-02-05 15:23:54,2024-02-05 15:26:24,0,100,150,1,2024-02-05 15:26:25,R_6wkKaZXu5RwMOn7,anonymous,EN,1,1,2,,,,,,,92,77,The visible pedestrians are engaged in conversation and not actively walking onto the road.,1,63,66,1,,34,1,,13
2024-02-05 15:20:33,2024-02-05 15:26:34,0,100,360,1,2024-02-05 15:26:34,R_6ipXiZDHCwcXuJ2,anonymous,EN,1,1,2,100,0,"I think it can probably monitor motion but I don’t think it can read people or intention so I don’t trust it. ",,,,,,,1,6,7,1,,31,3,,12
2024-02-05 15:23:43,2024-02-05 15:27:05,0,100,201,1,2024-02-05 15:27:05,R_1OUECteRswJIFJw,anonymous,EN,1,1,2,50,51,"Because to these questions, I neither agree nor disagree.",,,,,,,1,67,62,1,,31,4,,15
2024-02-05 15:24:12,2024-02-05 15:27:38,0,100,206,1,2024-02-05 15:27:39,R_7WYA3eFaEZbfu1Y,anonymous,EN,1,1,2,100,70,"I think it looks like the person isn't crossing so I think the AI would notice that. Also, I person shouldn't just be stepping out in front of a moving car either.",,,,,,,1,50,0,2,,43,2,,14
2024-02-05 15:20:15,2024-02-05 15:27:43,0,100,447,1,2024-02-05 15:27:43,R_1ydsH8SZVcQjaMR,anonymous,EN,1,1,2,35,25,The person is facing the other direction and that will probably confuse the AI and could possibly cause an accident.,,,,,,,1,62,9,1,,41,1,,16
2024-02-05 15:24:07,2024-02-05 15:28:03,0,100,235,1,2024-02-05 15:28:03,R_7Os2uAffq7BLtRL,anonymous,EN,1,1,2,,,,,,,100,57,The pedestrians are facing away from the crosswalk so have no intention to cross. And I somewhat  do not totally trust the autonomous vehicle. It is only programmed accordingly and that could be faulty.,1,48,7,1,,56,4,,14
2024-02-05 15:25:34,2024-02-05 15:29:00,0,100,205,1,2024-02-05 15:29:01,R_7X1FDeN66GyE6Wc,anonymous,EN,1,1,2,,,,18,82,I think it can detect the person but will not be able to tell his/her intention,,,,1,83,83,1,,30,4,,13
2024-02-05 15:20:46,2024-02-05 15:29:07,0,100,500,1,2024-02-05 15:29:08,R_6R1NHVubIepuXC1,anonymous,EN,1,1,2,,,,,,,96,93,It should be able to tell because of how they are facing.,1,81,89,1,,36,4,,14
2024-02-05 15:24:16,2024-02-05 15:29:08,0,100,292,1,2024-02-05 15:29:08,R_6OMDPvxw0J9MOwm,anonymous,EN,1,1,2,,,,4,50,The person is already in the crosswalk therefore they might try to cross the street. There is no way to know if it will behave appropriately unless or until the person advances.,,,,1,61,40,2,,54,5,,12
2024-02-05 15:26:48,2024-02-05 15:29:54,0,100,185,1,2024-02-05 15:29:55,R_1FmRa3pj9CnAYIC,anonymous,EN,1,1,2,20,20,AI can predict emotions or human actions so there is no guarantee that the car will be able to avoid the human.,,,,,,,1,80,60,2,,36,4,,11
2024-02-05 15:27:42,2024-02-05 15:30:56,0,100,193,1,2024-02-05 15:30:57,R_6gjcMSVZMxAzTlo,anonymous,EN,1,1,2,,,,,,,86,88,The AI could potentially scan things like the direction of the feet which are clearly not facing the intersection. It could also detect that there is no directional movement approaching the intersection.,1,70,20,1,,42,4,,10
2024-02-05 15:29:41,2024-02-05 15:32:50,0,100,188,1,2024-02-05 15:32:51,R_3ZPLdn6JWHN5o7h,anonymous,EN,1,1,2,,,,10,20,"From the image alone, ""I"" can't tell whether or not the person intends to cross the road.  I don't have much confidence that the AI can.",,,,1,70,0,1,,36,4,,14
2024-02-05 15:30:40,2024-02-05 15:32:59,0,100,139,1,2024-02-05 15:33:00,R_1ZkFH8jtVPcEo5b,anonymous,EN,1,1,2,63,69,"He could change his mind and turn to the street quickly. ",,,,,,,1,49,25,2,,47,4,,13
2024-02-05 15:27:39,2024-02-05 15:33:42,0,100,362,1,2024-02-05 15:33:42,R_6QlcCqQSh0WxDjg,anonymous,EN,1,1,2,73,78,"I chose somewhat agree on both questions. I have some faith that the software would pick up pedestrians, but I have concerns with how accurate the software is. ",,,,,,,1,92,62,2,,34,3,,14
2024-02-05 15:22:34,2024-02-05 15:34:44,0,100,729,1,2024-02-05 15:34:44,R_6U8UUNWaE00LTW9,anonymous,EN,1,1,2,,,,50,50,an autonomous vehicle should be made to avoid hurting pedestrians,,,,1,51,52,1,,26,4,,10
2024-02-05 15:31:52,2024-02-05 15:35:06,0,100,193,1,2024-02-05 15:35:07,R_7mVsi5YG2CevSvR,anonymous,EN,1,1,2,,,,0,50,The person is the only one that knows if they will be moving or not. I am not sure the car would behave appropriately in these situations.,,,,1,40,4,2,,50,1,,11
2024-02-05 15:30:25,2024-02-05 15:35:09,0,100,284,1,2024-02-05 15:35:10,R_57xr2xBZrLEabtz,anonymous,EN,1,1,2,,,,,,,46,10,"Though I would like to trust that the vehicle can sense if something is going to move or not, I believe it cannot. I saw a video of an AI operated car not being able to tell that an object was not in the way and the car did not move, even though there was quite a bit of space for it to do so.",1,65,36,2,,35,4,,12
2024-02-05 15:28:50,2024-02-05 15:35:20,0,100,389,1,2024-02-05 15:35:21,R_7nrtfhRDkvyAkMj,anonymous,EN,1,1,2,60,25,"Although I believe that the AI can tell that the person isn't looking the right direction to cross, I still don't believe that it knows a 100% that the person won't just decide to change direction and try to cross.",,,,,,,1,10,40,1,,40,4,,14
2024-02-05 15:32:54,2024-02-05 15:37:25,0,100,270,1,2024-02-05 15:37:26,R_3UdLEzaf8jZa8Mx,anonymous,EN,1,1,2,,,,,,,15,25,"I am doubtful that a.i. can predict and appropriately account for unexpected outcomes. ",1,49,40,1,,52,5,,11
2024-02-05 15:35:03,2024-02-05 15:37:50,0,100,166,1,2024-02-05 15:37:50,R_3AfBexB4ZUmpjKV,anonymous,EN,1,1,2,30,50,"I'm not sure if the autonomous car can tell what the pedestrian is thinking in this scenario. To be fair, I also don't think a human driver would be able to tell either.",,,,,,,1,60,20,2,,34,4,,11
2024-02-05 15:35:20,2024-02-05 15:38:15,0,100,174,1,2024-02-05 15:38:15,R_5R1LS1ICTFxeNRY,anonymous,EN,1,1,2,,,,9,40,"While it can see the pedestrian, it cant read their, and have no idea of what they will or will not do.  I imagine once it does though, it would react accordingly.",,,,1,60,23,3,,35,1,,15
2024-02-05 15:37:44,2024-02-05 15:39:46,0,100,122,1,2024-02-05 15:39:47,R_57DrJFiwfIaxrFC,anonymous,EN,1,1,2,,,,,,,65,65,"The people kind of blend in with the pole and other car, so it may be possible the car doesn't see those shapes as people. I wouldn't trust it 100%. ",1,30,5,2,,,2,,11
2024-02-05 15:39:03,2024-02-05 15:40:34,0,100,91,1,2024-02-05 15:40:35,R_3gUyetcVWTFNZtl,anonymous,EN,1,1,2,,,,0,69,"It did not detect a person in the frame, but that does not mean that a person is not approaching.",,,,1,82,18,2,,29,5,,11
2024-02-05 15:31:08,2024-02-05 15:41:30,0,100,622,1,2024-02-05 15:41:31,R_32KHfMMZ9QEGF4Q,anonymous,EN,1,1,2,,,,93,87,"the innovative technology.It deploys algorithms and computer systems to learn, reason, and solve problems using large datasets. AI spans technologies like machine learning, natural language processing, and image generation, revolutionizing healthcare, finance, transportation, and creative domains",,,,1,81,81,2,,27,4,,12
2024-02-05 15:40:28,2024-02-05 15:42:46,0,100,138,1,2024-02-05 15:42:47,R_6wsFS4UKCJlxk5m,anonymous,EN,1,1,2,,,,,,,10,9,"I think as a human driver I'm unable to predict the pedestrians that are facing away from the street.  I don't know how the computer is supposed to read their body language. ",1,9,7,2,,35,2,,12
2024-02-05 15:40:41,2024-02-05 15:44:01,0,100,200,1,2024-02-05 15:44:02,R_5oKOEmdL9FrIadX,anonymous,EN,1,1,2,,,,,,,60,50,There is too much uncertainty in a still image. Further data is needed to trust the AI more.,1,61,4,1,,45,4,,13
2024-02-05 15:42:21,2024-02-05 15:44:47,0,100,145,1,2024-02-05 15:44:48,R_7bkm9Itglyi5qSd,anonymous,EN,1,1,2,,,,5,30,I am afraid that it will not be able to know the intentions of the pedestrian and might not stop if the pedestrian enters the roadway.,,,,1,85,55,1,,52,4,,10
2024-02-05 15:42:10,2024-02-05 15:45:00,0,100,170,1,2024-02-05 15:45:01,R_1wWKXvfy27pQtXP,anonymous,EN,1,1,2,0,50,The car cannot tell if the person intends on crossing the street or not because they are standing on the crosswalk. I would hope that the AI would still wait before continuing on to make sure but I am not sure so that is why I only marked 50 on the second question.,,,,,,,1,50,0,2,,49,3,,11
2024-02-05 15:42:58,2024-02-05 15:45:37,0,100,158,1,2024-02-05 15:45:37,R_5JUAXqU1h7R203z,anonymous,EN,1,1,2,100,71,He seems to just be texting on his phone in a stationary position.,,,,,,,1,61,23,1,,32,4,,11
2024-02-05 15:41:16,2024-02-05 15:45:52,0,100,276,1,2024-02-05 15:45:53,R_7U0WKgCLKYelDG1,anonymous,EN,1,1,2,,,,,,,75,20,"I believe the car has enough information (i.e., clarity of image, evidence of pedestrian's intentioned by their posture, etc.) but I do not trust the efficacy of AI to process this information into a facsimile of human decision making. ",1,31,0,2,,32,5,,9
2024-02-05 15:44:32,2024-02-05 15:47:06,0,100,154,1,2024-02-05 15:47:07,R_1noNt3Cg9p8x1ul,anonymous,EN,1,1,2,,,,,,,94,96,it doesn't look like the pedestrians are going to use the crosswalk,1,97,97,2,,27,3,,12
2024-02-05 15:44:46,2024-02-05 15:47:16,0,100,150,1,2024-02-05 15:47:17,R_1f8V23IsqHPNheG,anonymous,EN,1,1,2,92,76,"The person is facing away from the street, they are unlikely to turn into traffic before the car gets there",,,,,,,1,68,51,1,,71,1,,13
2024-02-05 15:41:18,2024-02-05 15:47:17,0,100,359,1,2024-02-05 15:47:18,R_3kn47hSGZzNBW3w,anonymous,EN,1,1,2,,,,,,,74,61,It does not appear that the pedestrian is about to cross the street. The autonomous vehicle sees this.,1,23,3,1,,45,3,,14
2024-02-05 15:45:00,2024-02-05 15:47:30,0,100,149,1,2024-02-05 15:47:31,R_1AYi7Tn6Ded40nm,anonymous,EN,1,1,2,,,,20,24,There's nothing in the picture to indicate that the pedestrian does not intend on crossing the road.,,,,1,45,27,1,,34,4,,12
2024-02-05 15:45:48,2024-02-05 15:48:02,0,100,134,1,2024-02-05 15:48:03,R_5v7EkynVHFpj5Ug,anonymous,EN,1,1,2,,,,,,,80,80,"It can note that the peds are turned away from the street, not toward it. ",1,70,30,1,,49,6,,12
2024-02-05 15:44:51,2024-02-05 15:48:10,0,100,198,1,2024-02-05 15:48:10,R_7SxdjPnSV9Fng0g,anonymous,EN,1,1,2,,,,1,78,"The vehicle sees the pedestrian and should have enough time to see that they will (or won't) cross the street,",,,,1,71,16,2,,56,1,,13
2024-02-05 15:46:14,2024-02-05 15:48:16,0,100,121,1,2024-02-05 15:48:17,R_5WBPzzUM6suqg93,anonymous,EN,1,1,2,0,0,I simply don't trust self driving cars. Not one bit.,,,,,,,1,4,0,1,,40,3,,13
2024-02-05 15:46:48,2024-02-05 15:49:12,0,100,143,1,2024-02-05 15:49:12,R_3INv6EdpwZPs2OJ,anonymous,EN,1,1,2,,,,45,56,I don’t know how it would know whether or not the pedestrian was going to cross just by what it can see.,,,,1,67,39,2,,39,2,,13
2024-02-05 15:47:11,2024-02-05 15:49:13,0,100,122,1,2024-02-05 15:49:14,R_7GrOouTUV3DEykh,anonymous,EN,1,1,2,,,,13,71,"A computer can't detect what a person is thinking. ",,,,1,60,9,2,,39,4,,13
2024-02-05 15:46:47,2024-02-05 15:49:17,0,100,150,1,2024-02-05 15:49:17,R_5W5MqWzvA21nhDP,anonymous,EN,1,1,2,78,75,"It seems the car has recognized a pedestrian, so it should consider the possibility of them trying to cross the road at any given time. Therefore I have a fair amount of confidence it will know this and make decisions accordingly and accurately",,,,,,,1,58,60,2,,28,1,,15
2024-02-05 15:47:41,2024-02-05 15:51:06,0,100,205,1,2024-02-05 15:51:07,R_1nVQXB7LxAr0r9x,anonymous,EN,1,1,2,80,77,the guy has his back to the road and is not moving - i would hope AI can pick that up or it shouldn't be driving,,,,,,,1,25,19,1,,56,4,,12
2024-02-05 15:46:46,2024-02-05 15:51:20,0,100,273,1,2024-02-05 15:51:20,R_5WJvc2wOIPhqa9i,anonymous,EN,1,1,2,,,,,,,10,10,I don't think there is any way to know if the autonomous vehicle will behave as it was programmed.,1,60,50,2,,44,4,,13
2024-02-05 15:45:04,2024-02-05 15:51:59,0,100,414,1,2024-02-05 15:51:59,R_3xYv51ZDhpqeTsC,anonymous,EN,1,1,2,24,0,I do not believe that the AI can judge actions correctly.,,,,,,,1,3,0,1,,56,5,,10
