StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,Present_Capability_1,Present_Trust_1,Present_Why,Absent_Capability_1,Absent_Trust_1,Absent_Why,Disclaimer_Capability_1,Disclaimer_Trust_1,Disclaimer_Why,comp_images,AI_Familiarity_1,Visual_Familiarity_1,gender,gender_5_TEXT,age,education,education_8_TEXT,income
3/3/24 15:30,3/3/24 15:33,0,100,152,1,3/3/24 15:33,R_707b8LPnuEKsIGC,anonymous,EN,1,1,2,,,,,,,0,61,"I believe the autonomous vehicle identifies the pedestrians and does not know their intentions. Therefore, it should think they plan to cross at the cross walk and wait.",1,51,6,2,,52,4,,11
3/3/24 15:31,3/3/24 15:33,0,100,108,1,3/3/24 15:33,R_7P63lTXVFTQzqQ2,anonymous,EN,1,1,2,23,0,I don't believe AI is that advanced yet to detect whether or not a human will cross the street and therefore stop the car,,,,,,,1,68,25,1,,27,3,,12
3/3/24 15:32,3/3/24 15:34,0,100,97,1,3/3/24 15:34,R_7rsp7Dn9Xst1KKt,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,
3/3/24 15:28,3/3/24 15:34,0,100,338,1,3/3/24 15:34,R_7Cse1SzYNLquDsq,anonymous,EN,1,1,2,,,,30,40,"The representation of the person is just a rectangular box. We don't know if the person is face forward, has their back turned, sideways, etc. Also, knowing if someone is going to cross the road is heavily dictated on the positioning of their feet. In the image above, there is no way to tell as to which way the person's feet is moving.",,,,1,65,60,1,,28,4,,10
3/3/24 15:31,3/3/24 15:35,0,100,208,1,3/3/24 15:35,R_7bW6Bn62Mc105a2,anonymous,EN,1,1,2,,,,20,30,"The car does not see any indication on whether or not the person is going to cross the street. People not intending to cross may use hand signals or other indications that the car can go, but because this technology does not see details I do not believe it can react appropriately in this situation.",,,,1,16,2,2,,25,4,,11
3/3/24 15:29,3/3/24 15:35,0,100,373,1,3/3/24 15:35,R_6PLbkgIZruRXUN1,anonymous,EN,1,1,2,,,,0,50,"The pedestrian appears to be at the edge of the street, near the crosswalk. I do not believe that the vehicle can know whether or not the pedestrian will cross the street or not. As I am not familiar with autonomous vehicles, I cannot say with any certainty whether or not the vehicle will behave appropriately around pedestrians like the one in the image. I cannot say that I TRUST that it will or will not.",,,,1,0,0,2,,51,3,,13
3/3/24 15:32,3/3/24 15:35,0,100,178,1,3/3/24 15:35,R_3Cj2kmLWZnF8wNl,anonymous,EN,1,1,2,,,,,,,70,70,It seems the pedestrians will not cross the road because they are face in the opposite direction talking to one another.,1,71,31,2,,29,2,,13
3/3/24 15:33,3/3/24 15:36,0,100,169,1,3/3/24 15:36,R_5od0BQuEqqQSfth,anonymous,EN,1,1,2,,,,,,,0,60,"The pedestrian is very close to the crosswalk, so the AI may believe the pedestrian will cross, the the car may stop.",1,27,0,2,,35,4,,12
3/3/24 15:31,3/3/24 15:36,0,100,298,1,3/3/24 15:36,R_7ho5a5sR7RU4M53,anonymous,EN,1,1,2,88,40,I think the pedestrians doesn't plan to cross  the road but I do not trust the autonomous vehicle to behave appropriately. I think they should always be prepared in the case the pedestrian changes their mind. ,,,,,,,1,66,2,2,,35,4,,14
3/3/24 15:36,3/3/24 15:39,0,100,206,1,3/3/24 15:39,R_6igs3763MsxQy9l,anonymous,EN,1,1,2,,,,20,20,There is a pedestrian beyond the edge of a street in a crosswalk which would seem to me to indicate that they intend to cross the street. If the vehicle does not believe this is the case then I feel a bit worried.,,,,1,50,30,1,,27,4,,10
3/3/24 15:39,3/3/24 15:41,0,100,95,1,3/3/24 15:41,R_5fJcp6f5u87kVoq,anonymous,EN,1,1,2,65,34,AI is sus and i dont really trust it. what if it malfunctions and doesnt detect a person?,,,,,,,1,55,43,2,,26,3,,13
3/3/24 15:40,3/3/24 15:42,0,100,145,1,3/3/24 15:42,R_579eAiBWesnGdHX,anonymous,EN,1,1,2,,,,82,85,Due to its awareness it would be able to make appropriate decisions.,,,,1,75,70,2,,27,5,,10
3/3/24 15:39,3/3/24 15:43,0,100,224,1,3/3/24 15:43,R_32BVFjmaxBc8wsp,anonymous,EN,1,1,2,0,0,"It detects a human, but does not know which way the person is intending to go and can not detect things like a sudden turn around due to forgetting something or being lost.",,,,,,,1,63,2,2,,44,5,,11
3/3/24 15:41,3/3/24 15:43,0,100,162,1,3/3/24 15:43,R_1tzJnr6vi6JEuyq,anonymous,EN,1,1,2,,,,12,23,All the image shows is where the person is.  Not where he/she is going.,,,,1,47,14,1,,40,5,,15
3/3/24 15:41,3/3/24 15:44,0,100,211,1,3/3/24 15:44,R_6FRmtECRvvfrnTd,anonymous,EN,1,1,2,0,50,I don't think an AI can predict the actions of people. I worry that if this person suddenly did decide to cross the street the car would not stop in time.,,,,,,,1,55,0,2,,32,3,,10
3/3/24 15:42,3/3/24 15:45,0,100,217,1,3/3/24 15:45,R_1Td9YWVqUWGhyO5,anonymous,EN,1,1,2,,,,80,61,"I believe the car will think the pedestrian will not cross the road, but I am not sure if the car will be able to tell if the pedestrian changes their mind.",,,,1,10,10,1,,75,5,,11
3/3/24 15:38,3/3/24 15:47,0,100,534,1,3/3/24 15:47,R_3UmdSgjiqrqzxOV,anonymous,EN,1,1,2,,,,,,,0,0,The vehicle can only recognize that it is a person. They cannot determine which way they are facing or if they are looking like they want to cross.,1,15,0,2,,25,4,,12
3/3/24 15:45,3/3/24 15:47,0,100,123,1,3/3/24 15:47,R_74pCMmdlfJ0UybF,anonymous,EN,1,1,2,50,0,I don't trust AI software enough to believe it can be relied upon to keep pedestrians safe.,,,,,,,1,96,51,2,,36,4,,10
3/3/24 15:41,3/3/24 15:48,0,100,444,1,3/3/24 15:49,R_3S6t0oyjWHkXMuv,anonymous,EN,1,1,2,,,,,,,85,80,The AI seems to feel the pedestrian is not planning on stepping into the crosswalk. So the AI does not think the pedestrian is going to cross the street.,1,88,70,2,,58,4,,13
3/3/24 15:33,3/3/24 15:50,0,100,990,1,3/3/24 15:50,R_177sCovS3go7geR,anonymous,EN,1,1,2,,,,,,,0,50,"It can tell where the pedestrian is, but it does not know what it is doing. So it does not know that this pedestrian is on the phone. So that extra info would help to AI to know that the pedestrian is not moving anytime soon. With limited info it's hard to tell it's behavior is 50/50 I believe. ",1,78,49,1,,35,4,,12
3/3/24 15:48,3/3/24 15:50,0,100,107,1,3/3/24 15:50,R_6pKEAXhbpE6xFAi,anonymous,EN,1,1,2,,,,61,63,I would need to see extremely careful data with large sample sizes before I could judge with any confidence but it seems like it is able to at least identify cars and people,,,,1,56,55,1,,35,5,,11
3/3/24 15:46,3/3/24 15:50,0,100,290,1,3/3/24 15:50,R_3OfX7gu15t36VDb,anonymous,EN,1,1,2,100,90,"The person is looking at something another person is showing them. This seems like a somewhat complex situation for a car to interpret. I would think that the car would track the persons movement and if they started to move more out into the street, the car would slow down or stop. A car can sense things hundreds or thousands of times a second so I would trust it would react quickly enough.",,,,,,,1,80,30,1,,29,4,,8
3/3/24 15:48,3/3/24 15:51,0,100,191,1,3/3/24 15:51,R_6bg2YpGHDdn60j7,anonymous,EN,1,1,2,,,,,,,10,30,The instructions said the AI doesn't know anything about the pedestrian other than its location. Therefore it could not guess where the person is headed. It is also for that reason that I doubt the car would behave appropriately around the person as it has no idea what to think about the person other than its present location.,1,75,75,1,,52,3,,12
3/3/24 15:48,3/3/24 15:51,0,100,200,1,3/3/24 15:51,R_5nPKswwuHKjfEJT,anonymous,EN,1,1,2,,,,19,70,I am not sure I trust that the AI can make a quick enough decision if the pedestrian does decide to walk across the crosswalk,,,,1,16,22,1,,66,4,,12
3/3/24 15:47,3/3/24 15:52,0,100,310,1,3/3/24 15:52,R_3fqWKyBLmU2Xhwx,anonymous,EN,1,1,2,,,,10,60,"The AI cannot predict what the person is going to do just by seeing that they are standing at the edge. I would hope that the AI is going to behave appropriately, but given it's notion that it already thinks the pedestrian is not going to cross the road, I'm not sure.",,,,1,71,12,2,,63,3,,10
3/3/24 15:47,3/3/24 15:53,0,100,346,1,3/3/24 15:53,R_3eQPhBMjqjR1O7j,anonymous,EN,1,1,2,16,70,"I think its hard for any technology to detect the intentions of a living person based off what it can see, so I chose my answer to reflect that. I think the technology of the vehicle could be mostly trusted to behave appropriately around pedestrians like the one in the image because it can see the pedestrians and hopefully automatically react with swiftness and quick response time. ",,,,,,,1,86,64,2,,27,4,,10
3/3/24 15:51,3/3/24 15:53,0,100,131,1,3/3/24 15:53,R_6MSgS7XpTEmB5u0,anonymous,EN,1,1,2,,,,,,,25,60,"I think it will react properly most of the time, but not always.",1,40,27,1,,53,2,,12
3/3/24 15:46,3/3/24 15:54,0,100,456,1,3/3/24 15:54,R_6du6iLGsBw5mdIk,anonymous,EN,1,1,2,,,,,,,73,67,"Although I believe AI should be equipped with the technology to detect pedestrians in normal circumstances, there are always exceptions and bugs",1,68,61,2,,18,3,,11
3/3/24 15:52,3/3/24 15:54,0,100,121,1,3/3/24 15:54,R_6jjDZgCLjJaY8j9,anonymous,EN,1,1,2,,,,25,30,"The box-like representation of the autonomous vehicles ""perception"" doesn't give me confidence that it can determine the pedestrian's intent.",,,,1,60,40,1,,34,5,,10
3/3/24 15:51,3/3/24 15:55,0,100,221,1,3/3/24 15:55,R_6QdaUfH4TioWmwV,anonymous,EN,1,1,2,100,85,"The car seems to tell what objects are moving and what is not moving.  Also, it can distinct what each object is.",,,,,,,1,63,10,1,,54,4,,13
3/3/24 15:51,3/3/24 15:55,0,100,237,1,3/3/24 15:55,R_6cXBP5qtT8fLOBb,anonymous,EN,1,1,2,,,,,,,79,80,I think the software is able to recognize the person is faced in the opposite direction and does not intend to cross the street.,1,51,12,1,,43,5,,10
3/3/24 15:53,3/3/24 15:56,0,100,166,1,3/3/24 15:56,R_6Ih56fkUtshSQHD,anonymous,EN,1,1,2,,,,,,,40,78,It can clearly detect the pedestrian but can't judge until they move.,1,87,53,1,,46,1,,13
3/3/24 15:53,3/3/24 15:56,0,100,151,1,3/3/24 15:56,R_6Q0JkKAUwutoVqT,anonymous,EN,1,1,2,25,35,"If all it can see is boxes, it can't tell which way the person is facing or what exactly they're doing. So it can't tell if the person actually wants to cross the street.",,,,,,,1,65,30,1,,32,3,,10
3/3/24 15:52,3/3/24 15:56,0,100,236,1,3/3/24 15:56,R_1S9neKvd6Wwlu32,anonymous,EN,1,1,2,83,81,"He is facing away from traffic; he is next to the sidewalk, and he is not in motion.",,,,,,,1,83,56,1,,58,4,,12
3/3/24 15:53,3/3/24 15:57,0,100,219,1,3/3/24 15:57,R_3fE55tLSCXufNXG,anonymous,EN,1,1,2,30,40,"I think it is ambiguous to the car as to whether or not the pedestrian would cross, as the individual is quite close to the crosswalk. So, I think the car might stop even though it wouldn't need to.",,,,,,,1,30,20,1,,23,4,,14
3/3/24 15:53,3/3/24 16:00,0,100,376,1,3/3/24 16:00,R_5TAC8lBm1xn4gk6,anonymous,EN,1,1,2,,,,0,0,"The person seems to be slightly on the road, so it seems unlikely car would (correctly) assume they would not cross. I rated the second question as strongly disagree because driving often needs quick reflexes due to the human error/unreliability of other drivers. I don't think a car would be able to load its perception fast enough and create a response quick enough to combat other people--I think it would more than often get things wrong.",,,,1,70,30,1,,21,4,,12
3/3/24 15:53,3/3/24 16:00,0,100,392,1,3/3/24 16:00,R_3RVnUbGtA3gefDn,anonymous,EN,1,1,2,,,,50,50,"I feel like people are unpredictable. Although the pedestrian is not in the crosswalk, they are at the edge of the street.",,,,1,91,70,2,,54,3,,10
3/3/24 15:53,3/3/24 16:00,0,100,380,1,3/3/24 16:00,R_3w4wAndZ81os8Ht,anonymous,EN,1,1,2,80,85,I think the AI has a good understanding of the objects that it is seeing. ,,,,,,,1,80,65,1,,21,4,,11
3/3/24 16:01,3/3/24 16:02,0,100,17,1,3/3/24 16:02,R_1AiJqkif6GK3R0B,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,
3/3/24 15:53,3/3/24 16:02,0,100,500,1,3/3/24 16:02,R_1GO3RZooFZXKzxn,anonymous,EN,1,1,2,,,,,,,0,0,"the AI can only tell the location of the people, not the people's intentions",1,93,78,2,,40,3,,11
3/3/24 16:00,3/3/24 16:02,0,100,115,1,3/3/24 16:02,R_3dAqGrDvwbzy0oQ,anonymous,EN,1,1,2,,,,,,,36,42,The AI only detects the person and its location. It cannot detect its facial expression or behavior.,1,70,30,2,,22,4,,9
3/3/24 16:00,3/3/24 16:02,0,100,126,1,3/3/24 16:02,R_70wxDFOQCXoHgP7,anonymous,EN,1,1,2,,,,,,,66,77,it can stop or move around the pedestrian if it has to.,1,65,7,1,,56,5,,10
3/3/24 15:59,3/3/24 16:02,0,100,165,1,3/3/24 16:02,R_7pVk3wFJJGeLzP2,anonymous,EN,1,1,2,,,,8,92,I am sure with in the algorithym the ai will detect what a pedestrian looks like from person inputing to computer in car,,,,1,71,33,1,,57,4,,11
3/3/24 16:00,3/3/24 16:03,0,100,196,1,3/3/24 16:03,R_3CJrclssoqjL5DZ,anonymous,EN,1,1,2,,,,0,30,I think slight differences can absolutely effect how the car reads the potentials & it can be dangerous,,,,1,82,82,2,,35,5,,9
3/3/24 16:01,3/3/24 16:03,0,100,109,1,3/3/24 16:03,R_3TwckWgyLxZ82Bm,anonymous,EN,1,1,2,7,46,Humans can be spontaneous and there is no way to know what the human might decide to do randomly,,,,,,,1,79,51,2,,34,1,,12
3/3/24 16:02,3/3/24 16:03,0,100,94,1,3/3/24 16:03,R_3BPFQ2YBfRE377b,anonymous,EN,1,1,2,20,80,I believe that technology is not at the level where it can determine a persons decision.,,,,,,,1,70,65,1,,27,4,,13
3/3/24 16:00,3/3/24 16:04,0,100,193,1,3/3/24 16:04,R_1EFfvikyWXLBRgj,anonymous,EN,1,1,2,40,75,"I don't think the car can tell if someone may or may not cross the road, sure it can determine which way someone is facing, but that could change quickly. However I believe the car would lower it's speed when people are that close to it.",,,,,,,1,76,85,1,,44,4,,13
3/3/24 16:02,3/3/24 16:04,0,100,138,1,3/3/24 16:04,R_6kOhRKzovgPtYLD,anonymous,EN,1,1,2,,,,,,,18,58,It can sense the person at the edge of the sidewalk but it does not know the person just intends to stand there on its phone.,1,69,71,2,,25,4,,12
3/3/24 15:48,3/3/24 16:04,0,100,978,1,3/3/24 16:04,R_33ViqwP5lkTcqUV,anonymous,EN,1,1,2,,,,29,22,They image has pedestrian at the edge of the street,,,,1,77,24,2,,40,4,,13
3/3/24 16:01,3/3/24 16:04,0,100,153,1,3/3/24 16:04,R_7QE6TBwmAFazzpg,anonymous,EN,1,1,2,,,,,,,18,61,I think the vehicle will be cautious going down the street,1,66,62,1,,43,5,,11
3/3/24 16:02,3/3/24 16:04,0,100,127,1,3/3/24 16:04,R_1gUccoFnDRQrn5S,anonymous,EN,1,1,2,,,,,,,0,0,AI can detect but it cannot predict human nature or independent will,1,20,10,2,,40,8,Professional JD,11
3/3/24 16:01,3/3/24 16:05,0,100,218,1,3/3/24 16:05,R_6Ua2TVw0aEppikp,anonymous,EN,1,1,2,40,70,"I don't have enough information yo tell one way or another what the car expects the pedestrian to do, but because the software labeled the pedestrian accordingly, it gives me confidence that the car will act appropriately around it based on competent programming and inputs.",,,,,,,1,70,20,1,,30,4,,12
3/3/24 16:01,3/3/24 16:05,0,100,192,1,3/3/24 16:05,R_66mYvv5LoFV1vSL,anonymous,EN,1,1,2,,,,58,70,AI has improved over the years and I somewhat agree that it'll do its intended job.,,,,1,52,50,2,,24,1,,12
3/3/24 16:01,3/3/24 16:05,0,100,237,1,3/3/24 16:05,R_6usmEMrVW7Sm8Dv,anonymous,EN,1,1,2,,,,42,48,"I think it would be hard for the software to generalize pedestrian behavior to all people. Not everybody walks the same; some people faster than others, or that some people might stand closer to the edge of the street when waiting to cross compared to others. I also think nighttime driving in urban areas especially around intoxicated pedestrians could be a problem.  ",,,,1,80,25,1,,21,3,,11
3/3/24 16:02,3/3/24 16:05,0,100,169,1,3/3/24 16:05,R_3QYyVWlelITeJtJ,anonymous,EN,1,1,2,,,,,,,47,57,"Im not sure that it can tell the pedestrian doesn't intend to cross the road because it cannot tell anything about the humans besides where they are located, and so that being said, it SHOULD act appropriately around pedestrians but I cannot account for any other computational issues the AI might experience.",1,51,42,2,,32,3,,15
3/3/24 16:03,3/3/24 16:05,0,100,144,1,3/3/24 16:05,R_32Fc4KJmh2RaYDA,anonymous,EN,1,1,2,,,,25,58,person seems ready to cross; i hope the car acts appropriately,,,,1,64,49,1,,55,4,,14
3/3/24 15:57,3/3/24 16:05,0,100,522,1,3/3/24 16:05,R_6pnhBDd7wgk1La9,anonymous,EN,1,1,2,,,,90,96,I believe that the Ai camera can identify who is a person most of the times.,,,,1,81,32,1,,32,4,,13
3/3/24 16:03,3/3/24 16:05,0,100,160,1,3/3/24 16:05,R_6zBDpHaIwBDlUoG,anonymous,EN,1,1,2,76,79,It is probably able to track the velocity of an object and is able to see that the person isn't moving.,,,,,,,1,50,30,1,,26,1,,13
3/3/24 16:04,3/3/24 16:06,0,100,112,1,3/3/24 16:06,R_6VIrALRXnSyt90t,anonymous,EN,1,1,2,,,,,,,25,60,"It most likely will not move until the pedestrian moves out of view of the camera, so the car knows it can move, which is a safe option ",1,60,55,1,,21,1,,12
3/3/24 16:02,3/3/24 16:06,0,100,255,1,3/3/24 16:06,R_6Xh4ownFjR2jqJb,anonymous,EN,1,1,2,77,63,I think that the vehicle can detect that the pedestrian does not intend to cross the road because it should be able to tell that the person is stationary. I somewhat trust that it will behave appropriate around pedestrians because of the accuracy of its boxes in the image.,,,,,,,1,39,55,1,,20,4,,13
3/3/24 16:03,3/3/24 16:06,0,100,157,1,3/3/24 16:06,R_5y2ETgPn3bo51C5,anonymous,EN,1,1,2,30,61,"There is nothing on the screen of what the AI car can see that indicates to me that it can determine whether or not the person will cross the street, even though it recognizes that there is indeed a person there. ",,,,,,,1,50,61,2,,22,4,,14
3/3/24 16:04,3/3/24 16:06,0,100,141,1,3/3/24 16:06,R_6YbjPEzMxuDybLE,anonymous,EN,1,1,2,,,,35,44,I think the picture is a little confusing and you can't know for sure what the pedestrian is going to do. ,,,,1,35,25,1,,36,4,,10
3/3/24 16:04,3/3/24 16:06,0,100,164,1,3/3/24 16:06,R_18UQHosXc35AHFM,anonymous,EN,1,1,2,37,47,"I think it's hard for an AI to detect what someone's intention is or if something were to happen suddenly, I don't know that it would take that into account.",,,,,,,1,50,38,1,,28,4,,11
3/3/24 16:04,3/3/24 16:07,0,100,178,1,3/3/24 16:07,R_5pbf3yGFClmt1VT,anonymous,EN,1,1,2,,,,,,,0,0,In the description it doesnt mention that the AI is forward thinking.,1,18,10,2,,46,5,,10
3/3/24 16:04,3/3/24 16:07,0,100,176,1,3/3/24 16:07,R_5CkAdGFPoxRrhPE,anonymous,EN,1,1,2,,,,9,10,The person is at the edge of the street right at the crosswalk; it seems likely they want to cross the street. AI car should assume so.,,,,1,63,14,2,,53,5,,11
3/3/24 16:03,3/3/24 16:07,0,100,206,1,3/3/24 16:07,R_6pE6IaSLRB0b4y6,anonymous,EN,1,1,2,,,,,,,72,75,"because I do not see any pedestrians on the image, and i hope that it will behave as it need to ",1,66,10,2,,33,4,,12
3/3/24 16:05,3/3/24 16:07,0,100,97,1,3/3/24 16:07,R_7c1NE94Smgpsqe6,anonymous,EN,1,1,2,,,,,,,0,65,I do not trust AI to drive a car. I do not like the risk-to-reward when I can just function and use the car myself.,1,54,42,1,,25,4,,14
3/3/24 16:03,3/3/24 16:07,0,100,224,1,3/3/24 16:07,R_3awZEzjZb1LOyTz,anonymous,EN,1,1,2,,,,27,37,It looks like that person is at the crosswalk and might assume they are crossing.,,,,1,65,8,2,,26,4,,11
3/3/24 16:02,3/3/24 16:07,0,100,284,1,3/3/24 16:07,R_6f2rRJyXTQVNFIf,anonymous,EN,1,1,2,84,91,"The car can see that the person is one step off the edge of the street, but is facing towards the same edge of the street.",,,,,,,1,91,66,2,,50,4,,13
3/3/24 16:02,3/3/24 16:07,0,100,330,1,3/3/24 16:07,R_5itxmTSTvy9c4Rd,anonymous,EN,1,1,2,60,65,"I think the software is intelligent enough to behave appropriately in response to the pedestrian, but I'm not convinced that it is reliable more than 65% of the time.",,,,,,,1,35,70,2,,28,3,,13
3/3/24 16:02,3/3/24 16:07,0,100,325,1,3/3/24 16:07,R_6hxUHt7uS8QDgp2,anonymous,EN,1,1,2,,,,30,30,People are unpredictable. You may think someone is going to do something - they may even appear to start to do it - but then suddenly and swiftly change their mind.,,,,1,68,19,2,,38,4,,12
3/3/24 16:05,3/3/24 16:07,0,100,121,1,3/3/24 16:07,R_6aqo1I5gQqO2B3t,anonymous,EN,1,1,2,,,,,,,0,0,"A pedestrian has a foot in the intersection.  The car must not enter the intersection, but I suspect that it will.",1,54,0,1,,55,8,JD,10
3/3/24 16:06,3/3/24 16:07,0,100,115,1,3/3/24 16:07,R_6IzTT6MishXC3ix,anonymous,EN,1,1,2,,,,8,50,not sure. it should always error on the side of caution. humans are unpredictable!,,,,1,70,19,2,,55,4,,12
3/3/24 16:06,3/3/24 16:08,0,100,116,1,3/3/24 16:08,R_3EsXraBRabisYMK,anonymous,EN,1,1,2,,,,25,30,"The image does not have any indication of seeing the pedestrian as crossing the street or not, so I see no reason to believe that it can make that determination. ",,,,1,40,8,1,,22,3,,9
3/3/24 16:06,3/3/24 16:08,0,100,95,1,3/3/24 16:08,R_38SfYXFHdQsI4F0,anonymous,EN,1,1,2,17,78,"I don't think it can predict the person's intentions, but I do think it can detect if the person begins moving toward the car's path.",,,,,,,1,80,86,1,,28,4,,14
3/3/24 16:04,3/3/24 16:08,0,100,231,1,3/3/24 16:08,R_1rMdEGrYScI536b,anonymous,EN,1,1,2,30,80,"I feel like it can see the human but it won't know that human's intentions. Even as a human I can't predict someone's next movements so the car shouldn't either. In this situation, I expect the car to be careful regardless of whether or not the human intends to cross.",,,,,,,1,80,70,2,,28,4,,12
3/3/24 16:06,3/3/24 16:08,0,100,140,1,3/3/24 16:08,R_3QGkzUY0kM6zxiI,anonymous,EN,1,1,2,,,,,,,0,0,as per the text above he AI cannot understand anything else about the pedestrian other than its location,1,54,0,2,,43,5,,11
